0;1;2;3;4;5;6;7;8;9;y
-47.91742378452899;1.356240028570823;0.7444625852073709;-0.6451197546051243;-0.4543195636101266;0.3616360250476341;-1.1962066240806708;0.812525822394198;-0.1856589766638171;-1.1063349740060282;-37.39529101789821
146.5648768921554;0.110922589709866;0.2640408895590398;-0.2916937497932768;0.5074927392047536;-0.600638689918805;-1.4247481862134568;-0.5443827245251827;-0.2257763004865356;0.0675282046879238;57.08002303528485
-21.967188783751197;-0.5017570435845365;-0.3837297254932176;0.5132674331133561;0.5781526580802456;-0.5297602037670388;-0.5182702182736474;-0.8084936028931876;0.3571125715117464;1.477894044741516;15.940968166522996
32.4083969394795;0.9312801191161986;-0.670939155840754;0.9755451271223592;-0.7139194803351235;0.3312634314035639;0.6116762888408679;1.030999522495951;-0.3850822804163165;-0.6769220003059587;-2.4373277914452887
73.84665799954104;-0.7198442083947086;1.7162094804180668;-1.763040155362734;-0.688601856071068;0.3436182895684614;-0.3011036955892888;-1.4785219903674274;0.1713682811899705;-0.1156482823882405;32.77288017746568
-60.17066122293969;-1.2208436499710222;-0.2436886272589596;0.1968612358691235;1.215728543050236;-1.3281860488984305;-1.0577109289559004;0.822544912103189;1.8522781845089376;-0.0134972247379339;14.851706686487711
36.1395605508414;0.8219025043752238;2.303411477702371;-1.9875689146008928;-0.294327000602387;0.0917607765355023;1.5646436558140062;-2.6197451040897444;1.5380365664659692;-0.0358260391099515;47.97986119825273
-46.34176928124623;-0.5622875292409727;1.5657906471658731;-1.4123037013352917;0.9708735420402655;-0.9080240755212108;-1.913280244657798;-1.7249178325130328;-0.4657297535702568;0.2419622715660341;-26.870526784990545
9.707754934804038;-1.4635149481321186;0.1406922561881565;-0.2345871333751469;-0.186718271746703;0.0051134566424608;-0.3276621465977682;-0.3921081531321576;0.9686449905328892;-0.7020530938773524;16.655007234491855
49.67141530112327;-0.2341369569491805;-0.4340480348687717;0.5425600435859647;0.1870136456678938;-0.4694743859349521;1.5230298564080254;-0.2341533747233359;-0.1382643011711846;0.6476885381006925;25.652447785714035
